site_name,vacancy_name,vacancy_link,vacancy_city,employer,employer_hh_link,min_salary,max_salary
HeadHunter (hh.ru),Юрист,https://hh.ru/vacancy/38818405?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Байерсдорф,https://hh.ru/employer/5790,,
HeadHunter (hh.ru),Юрист / Адвокат,https://hh.ru/vacancy/38761365?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Адвокаты+Юристы,https://hh.ru/employer/4271305,40000.0,50000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38867232?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Пивная Столица,https://hh.ru/employer/3312704,30000.0,30000.0
HeadHunter (hh.ru),Юрисконсульт (арендные отношения),https://hh.ru/vacancy/38736947?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Яндекс,https://hh.ru/employer/1740,,
HeadHunter (hh.ru),Юрист,https://hh.ru/vacancy/37897773?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Юридическое Бюро,https://hh.ru/employer/4259280,150000.0,300000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38794475?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,АО БДО Юникон,https://hh.ru/employer/2519434,,
HeadHunter (hh.ru),Ведущий юрисконсульт,https://hh.ru/vacancy/38894232?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО РГ-Девелопмент,https://hh.ru/employer/2035214,,
HeadHunter (hh.ru),Юрист по регистрации юридических лиц,https://hh.ru/vacancy/38884831?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Офис 46,https://hh.ru/employer/4006806,50000.0,
HeadHunter (hh.ru),Помощник юриста (Юрисконсульт),https://hh.ru/vacancy/38799497?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ЗАО Центротраст,https://hh.ru/employer/641305,,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/37196772?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,АО Группа компаний ЕКС,https://hh.ru/employer/1143452,60000.0,70000.0
HeadHunter (hh.ru),Юрист,https://hh.ru/vacancy/38868351?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО СК Новый Век,https://hh.ru/employer/2104271,,130000.0
HeadHunter (hh.ru),Помощник юриста,https://hh.ru/vacancy/38888039?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Адвокат (ООО БИЗНЕС СЮТ),https://hh.ru/employer/4864677,20000.0,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/37974264?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Staff Case,https://hh.ru/employer/4204017,80000.0,100000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38784328?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, SAWATZKY,https://hh.ru/employer/28390,,
HeadHunter (hh.ru),Ведущий юрисконсульт,https://hh.ru/vacancy/38900426?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, NV GROUP,https://hh.ru/employer/579783,70000.0,80000.0
HeadHunter (hh.ru),"Юрист,юрисконсульт;Ведущий юрист-продажник.",https://hh.ru/vacancy/38672371?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО ПРАВОВЕД,https://hh.ru/employer/3565456,80000.0,180000.0
HeadHunter (hh.ru),Юрист,https://hh.ru/vacancy/38935116?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Александр Николаевский,https://hh.ru/employer/4540492,25000.0,
HeadHunter (hh.ru),Главный юрисконсульт,https://hh.ru/vacancy/38874209?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Kelly Services,https://hh.ru/employer/4925,,
HeadHunter (hh.ru),Юрист по судебно-претензионной работе,https://hh.ru/vacancy/38294636?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, ГК TFN,https://hh.ru/employer/10627,80000.0,80000.0
HeadHunter (hh.ru),Юрисконсульт (корпоративное право),https://hh.ru/vacancy/38761047?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Группа КАНЕКС,https://hh.ru/employer/62176,,
HeadHunter (hh.ru),Ведущий юрисконсульт,https://hh.ru/vacancy/38712946?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО СГ МЕНЕДЖМЕНТ,https://hh.ru/employer/667265,110000.0,130000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38844626?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Городской Транзит,https://hh.ru/employer/3881451,,60000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38828555?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,Нек. орг. Ассоциация предприятий индустрии детских товаров,https://hh.ru/employer/1402296,80000.0,
HeadHunter (hh.ru),Главный юрисконсульт корпоративной работы,https://hh.ru/vacancy/38759349?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва," АБСОЛЮТ, Группа",https://hh.ru/employer/8893,,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38749813?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, ИНЖИНИРИНГОВЫЙ ДИВИЗИОН ГОСКОРПОРАЦИИ «РОСАТОМ»,https://hh.ru/employer/107434,,100000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38788132?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, УВД по СВАО ГУ МВД России по г. Москве,https://hh.ru/employer/3954966,20000.0,23000.0
HeadHunter (hh.ru),Юрист,https://hh.ru/vacancy/38846950?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Профессионал,https://hh.ru/employer/4468158,50000.0,
HeadHunter (hh.ru),Помощник юрисконсульта,https://hh.ru/vacancy/38788052?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва," Красное & Белое, розничная сеть",https://hh.ru/employer/1035394,,40000.0
HeadHunter (hh.ru),Юрист,https://hh.ru/vacancy/38866417?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, ЦУСС,https://hh.ru/employer/4489494,50000.0,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38765796?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Кадровое Агентство Уникальных Специалистов,https://hh.ru/employer/98302,90000.0,100000.0
HeadHunter (hh.ru),Юрист,https://hh.ru/vacancy/38876838?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Группа Компаний Абсолют,https://hh.ru/employer/2621984,50000.0,
HeadHunter (hh.ru),Помощник юрисконсульта судебного отдела,https://hh.ru/vacancy/38822299?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,АО Центр Долгового Управления,https://hh.ru/employer/662749,,
HeadHunter (hh.ru),Юрист по земельному праву,https://hh.ru/vacancy/38847786?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Омега Групп,https://hh.ru/employer/3925700,110000.0,
HeadHunter (hh.ru),Юрист по недвижимости,https://hh.ru/vacancy/38783944?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва," Владис, агентство недвижимости",https://hh.ru/employer/142809,120000.0,
HeadHunter (hh.ru),Юрист,https://hh.ru/vacancy/38255588?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Юридический Центр Империя Правосудия,https://hh.ru/employer/4402132,150000.0,
HeadHunter (hh.ru),Помощник адвоката/юрист,https://hh.ru/vacancy/38746110?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва," Юрлов и партнеры, Адвокатское бюро",https://hh.ru/employer/34781,30000.0,50000.0
HeadHunter (hh.ru),Старший юрист,https://hh.ru/vacancy/38673264?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Форпост,https://hh.ru/employer/4329747,,120000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/37249688?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области,https://hh.ru/employer/3716085,,
HeadHunter (hh.ru),Юрисконсульт судебно-претензионного отдела,https://hh.ru/vacancy/38708873?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, СЕРКОНС,https://hh.ru/employer/14009,,100000.0
HeadHunter (hh.ru),Юрисконсульт в Договорной отдел,https://hh.ru/vacancy/38319742?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Компания ПЭК,https://hh.ru/employer/3838,,60000.0
HeadHunter (hh.ru),Юрисконсульт (сопровождение строительства),https://hh.ru/vacancy/38088221?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Гранель,https://hh.ru/employer/846348,90000.0,100000.0
HeadHunter (hh.ru),Юрист-регистратор( в Юридическую компанию),https://hh.ru/vacancy/38534291?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Юридический центр Бизнес и Право,https://hh.ru/employer/1563127,50000.0,120000.0
HeadHunter (hh.ru),Юрист/Юрисконсульт,https://hh.ru/vacancy/38600302?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Дом Металла,https://hh.ru/employer/2721553,80000.0,100000.0
HeadHunter (hh.ru),Юрист в договорной отдел,https://hh.ru/vacancy/38307324?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, ПАРКНЕФТЬ,https://hh.ru/employer/29471,45000.0,45000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38741309?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Национальные Алкогольные Традиции,https://hh.ru/employer/549397,60000.0,60000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38545854?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,АО Кондитерско-булочный комбинат Черёмушки,https://hh.ru/employer/988073,50000.0,60000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38647722?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,АО Объединенная металлургическая компания,https://hh.ru/employer/522,,
HeadHunter (hh.ru),Юрисконсульт/ менеджер продаж юридических услуг,https://hh.ru/vacancy/38902878?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Многофункциональный центр Алмаз-Новосибирск,https://hh.ru/employer/3450882,40000.0,100000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/37489665?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Содействие,https://hh.ru/employer/2721736,150000.0,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38601125?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Сеть магазинов цифровой и бытовой техники DNS,https://hh.ru/employer/1025275,68800.0,81300.0
HeadHunter (hh.ru),Помощник юриста по финансовым вопросам,https://hh.ru/vacancy/38626125?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Юридическая Компания АДВОКААТ,https://hh.ru/employer/3583480,25000.0,35000.0
HeadHunter (hh.ru),Ведущий юрисконсульт (юрисконсульт) по договорно-претензионной работе,https://hh.ru/vacancy/38828016?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Институт проблем управления им.В.А.Трапезникова РАН,https://hh.ru/employer/145535,45000.0,55000.0
HeadHunter (hh.ru),Корпоративный юрист,https://hh.ru/vacancy/38763412?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,,,,103000.0
HeadHunter (hh.ru),Юрист (банкротство),https://hh.ru/vacancy/38800927?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Брокер,https://hh.ru/employer/4110057,80000.0,
HeadHunter (hh.ru),Юрист/Юрист первичного приема,https://hh.ru/vacancy/38781540?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Правовой Статус,https://hh.ru/employer/4373045,80000.0,250000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38787069?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Медиа Бизнес Солюшенс,https://hh.ru/employer/1449?dpt=1449-1449-mbs,,
HeadHunter (hh.ru),Ведущий юрисконсульт,https://hh.ru/vacancy/38780216?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,Нек. орг. ГБУ Жилищник района Покровское-Стрешнево,https://hh.ru/employer/2683695,45000.0,
HeadHunter (hh.ru),Ведущий юрисконсульт,https://hh.ru/vacancy/38602493?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва," НТВ, Телекомпания",https://hh.ru/employer/2850,50000.0,
HeadHunter (hh.ru),Юрист по корпоративному праву,https://hh.ru/vacancy/38820142?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Консалтгруп,https://hh.ru/employer/3946802,60000.0,
HeadHunter (hh.ru),Помощник юриста/младший юрист,https://hh.ru/vacancy/38419987?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Юридический центр промышленной экологии,https://hh.ru/employer/47105,50000.0,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38786216?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,АО ДЕКРА-СТРОЙЭКСПЛУАТАЦИЯ,https://hh.ru/employer/2448958,30000.0,70000.0
HeadHunter (hh.ru),Ведущий юрисконсульт корпоративного отдела,https://hh.ru/vacancy/38707140?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,АО Синара - Транспортные Машины,https://hh.ru/employer/127610,,
HeadHunter (hh.ru),Юрисконсульт/адвокат,https://hh.ru/vacancy/38673309?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Аурум,https://hh.ru/employer/4330879,50000.0,100000.0
HeadHunter (hh.ru),Корпоративный юрист,https://hh.ru/vacancy/38772967?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Торговый дом ОРГКОМИТЕТ,https://hh.ru/employer/4126135,50000.0,150000.0
HeadHunter (hh.ru),Помощник юриста,https://hh.ru/vacancy/38758999?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО ЮДИДЖИ,https://hh.ru/employer/3814274,30000.0,40000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38659619?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Столичное консалтинговое агентство,https://hh.ru/employer/4622652,80000.0,90000.0
HeadHunter (hh.ru),Ведущий юрисконсульт (экспертиза),https://hh.ru/vacancy/38754114?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, ФГБУ Федеральный экспертно-правовой центр агропромышленного комплекса,https://hh.ru/employer/1561193,,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38165527?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО IML,https://hh.ru/employer/215029,60000.0,70000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38807288?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Земледелец,https://hh.ru/employer/4720000,,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/37700688?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва," Ресурс, ГАП",https://hh.ru/employer/50545,,
HeadHunter (hh.ru),Юрист по банкротству,https://hh.ru/vacancy/38600551?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Ассоциация Независимых Арбитров и Медиаторов Альтернативного Урегулирования Споров За и Против,https://hh.ru/employer/4804748,60000.0,
HeadHunter (hh.ru),Ведущий юрисконсульт по договорной работе,https://hh.ru/vacancy/38459933?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, АКАДО Телеком,https://hh.ru/employer/13820,,
HeadHunter (hh.ru),Юрист по банкротству,https://hh.ru/vacancy/38639038?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Дэко-М,https://hh.ru/employer/4682081,80000.0,100000.0
HeadHunter (hh.ru),Помощник адвоката / юрист,https://hh.ru/vacancy/38181592?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Юридическое бюро Кахиев и Партнеры,https://hh.ru/employer/1055848,25000.0,40000.0
HeadHunter (hh.ru),Юрист гражданского права,https://hh.ru/vacancy/38669865?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО ХОЛДИНГ ВИК-МЕДИА,https://hh.ru/employer/590180,50000.0,
HeadHunter (hh.ru),Помощник адвоката / Юрист,https://hh.ru/vacancy/38195997?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Юридическое бюро Кахиев и Партнеры,https://hh.ru/employer/1055848,40000.0,75000.0
HeadHunter (hh.ru),Корпоративный юрист,https://hh.ru/vacancy/38600795?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Ассоциация Независимых Арбитров и Медиаторов Альтернативного Урегулирования Споров За и Против,https://hh.ru/employer/4804748,60000.0,
HeadHunter (hh.ru),Старший юрист,https://hh.ru/vacancy/38800905?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Юридическое содействие бизнесу,https://hh.ru/employer/3717051,,100000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38876191?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, APEX Consulting Group,https://hh.ru/employer/70034,,
HeadHunter (hh.ru),Юрист / Помощник юриста,https://hh.ru/vacancy/38465278?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,Нек. орг. Экспертно-правовой центр TOP EXPERT,https://hh.ru/employer/2638406,60000.0,140000.0
HeadHunter (hh.ru),Главный юрист,https://hh.ru/vacancy/38772477?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,АО Гринатом,https://hh.ru/employer/665467,,
HeadHunter (hh.ru),Помощник юриста,https://hh.ru/vacancy/38679347?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Финансово-Тендерная Компания,https://hh.ru/employer/3313598,35000.0,35000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38723324?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Обнинскоргсинтез,https://hh.ru/employer/33725,,
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38787681?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО ГБР,https://hh.ru/employer/4570159,60000.0,
HeadHunter (hh.ru),Старший юрисконсульт,https://hh.ru/vacancy/38759138?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,"АО ГКС, Группа компаний Систематика",https://hh.ru/employer/2189974,,
HeadHunter (hh.ru),Юрист по недвижимости,https://hh.ru/vacancy/38796831?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО 33 Слона,https://hh.ru/employer/1843720,30000.0,60000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38724621?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва, Проконсим,https://hh.ru/employer/3103,45000.0,60000.0
HeadHunter (hh.ru),Старший юрисконсульт в отдел судебной работы,https://hh.ru/vacancy/38324836?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Центр исполнения судебных решений,https://hh.ru/employer/1558757,60000.0,80000.0
HeadHunter (hh.ru),Юрист по корпоративному праву,https://hh.ru/vacancy/38741217?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва," Велес Капитал, ИК",https://hh.ru/employer/7285,,75000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38789617?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ОАО НИИТФА,https://hh.ru/employer/542655,40000.0,80000.0
HeadHunter (hh.ru),Юрисконсульт,https://hh.ru/vacancy/38380882?query=%D1%8E%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82,Москва,ООО Бригантина,https://hh.ru/employer/927503,50000.0,60000.0
